publication_view.idpublication;publication_view.publication_year;publication_view.source_title;
751;1993;Swartkrans: A Cave's Chronicle of Early Man;
752;1993;Swartkrans: A Cave's Chronicle of Early Man;
762;1995;Paléorient;
775;1996;Antiquity;
783;1978;An Examination of Prehistoric Lithic Technology in East-Central Ethiopia;
789;1967;The Haua Fteah (Cyrenaica) and the Stone Age of the South-East Mediterranean;
806;1977;Die Funde am Eyasi Nordostufer;
807;1985;Funde aus Issanzu, Yambi und Iramba;
821;1976;The South African Archaeological Bulletin;
822;2003;South African Journal of Science;
823;2011;Annals of the Ditsong National Museum of Natural History;
824;2008;Annals of the Transvaal Museum;
825;1994;Nyame Akuma;
826;1997;Ethiopia in Broader Perspective;
827;1942;Transactions of the Royal Society of South Africa;
829;1930;Transactions of the Royal Society of South Africa;
830;2003;Journal of Human Evolution;
831;2008;Journal of Anthropological Archaeology;
832;2009;Peninj: A Research Project on Human Origins, 1995-2005;
833;2002;Journal of Archaeological Science;
834;1965;Quaternaria;
835;1967;Background to Evolution in Africa;
836;2006;Journal of Archaeological Science;
837;2008;Journal of Human Evolution;
838;2003;Journal of Human Evolution;
839;2004;Before Farming;
840;1978;Science;
841;1982;American Journal of Physical Anthropology;
842;2010;Philosophical Transactions of the Royal Society B: Biological Sciences;
843;1974;American Journal of Physical Anthropology;
844;1995;American Journal of Physical Anthropology;
845;1983;Nature;
846;2007;Nature;
847;2007;American Journal of Physical Anthropology;
848;2011;Proceedings of the National Academy of Sciences of the United States of America;
849;2008;Journal of Anatomy;
850;2004;The Skull of Australopithecus afarensis;
851;1976;Nature;
852;1986;Journal of Human Evolution;
853;2006;Journal of Human Evolution;
854;1988;American Journal of Physical Anthropology;
855;1987;Nature;
856;2009;Libyan Studies;
857;2008;Libyan Studies;
858;2007;Libyan Studies;
859;2011;Science;
860;2010;Journal of Archaeological Science;
861;1999;Journal of Archaeological Science;
862;2002;Quaternary Science Reviews;
863;1996;Aspects of African Archaeology, Papers from the 10th Congress of the Panafrican Association for Prehistory and Related Studies;
864;1996;Aspects of African Archaeology, Papers from the 10th Congress of the Panafrican Association for Prehistory and Related Studies;
868;2010;Out of Africa I. The First Hominin Colonization of Eurasia;
869;2009;Journal of Human Evolution;
872;2001;Proceedings of the National Academy of Sciences of the United States of America;
874;2005;Nature;
875;2004;Nature;
877;1973;South African Journal of Science;
879;2011;PaleoAnthropology;
880;1967;Nature;
881;1955;Prehistory and Pleistocene Geology in Cyrenaican Libya: A Record of Two Seasons' Geological and Archaeological Fieldwork in the Gebel Akhdar Hills, with a Summary of Prehistoric Finds from Neighbouring Territories;
882;1975;Annals of the Natal Museum;
883;1977;Journal of Archaeological Science;
884;1976;Annals of the South African Museum;
885;2005;Journal of Human Evolution;
886;1998;Nature;
887;1996;Botswana Notes and Records;
888;2002;Palaeolithic Quarrying Sites in Upper and Middle Egypt;
889;2000;Palaeolithic Living Sites in Upper and Middle Egypt;
890;2002;Palaeolithic Quarrying Sites in Upper and Middle Egypt;
891;2010;Chert Quarrying, Lithic Technology, and a Modern Human Burial at the Palaeolithic Site of Taramsa 1, Upper Egypt;
892;2000;Palaeolithic Living Sites in Upper and Middle Egypt;
893;2002;Palaeolithic Quarrying Sites in Upper and Middle Egypt;
894;2002;Palaeolithic Quarrying Sites in Upper and Middle Egypt;
895;2002;Palaeolithic Quarrying Sites in Upper and Middle Egypt;
896;2002;Palaeolithic Quarrying Sites in Upper and Middle Egypt;
897;2000;Palaeolithic Living Sites in Upper and Middle Egypt;
898;2005;The South African Archaeological Bulletin;
899;2010;Journal of Archaeological Science;
900;2006;Southern African Humanities;
901;2006;Southern African Humanities;
902;2006;Southern African Humanities;
903;2005;Journal of Archaeological Science;
904;2006;Southern African Humanities;
905;2010;Journal of African Archaeology;
906;2011;Science;
907;1989;Goodwin Series;
908;2011;PaleoAnthropology;
909;2001;Quaternary International;
910;2006;Quaternary Science Reviews;
911;2002;Quaternaire;
912;2001;Nyame Akuma;
914;1986;Quaternary Research;
915;2004;Journal of Human Evolution;
917;2007;Quaternary Geochronology;
920;2011;African Archaeological Review;
921;2000;Early Humans at the Gates of Europe;
922;1990;African Archaeological Review;
923;2011;Journal of Human Evolution;
924;1999;Late Cenozoic Environments and Hominid Evolution: A Tribute to Bill Bishop;
925;2006;Transitions Before The Transition: Evolution and Stability in the Middle Paleolithic and Middle Stone Age;
926;1996;Journal of Human Evolution;
927;2005;African Archaeological Review;
928;2006;Current Anthropology;
929;1990;Quartärpaläontologie;
930;1990;Quartärpaläontologie;
931;2012;Modern Origins: A North African Perspective;
932;1998;Bulletin d'Archéologie Marocaine;
933;1981;Quaternaria;
934;2008;African Archaeological Review;
935;2011;International Journal of Osteoarchaeology;
936;2006;Mitteilungen der Gesellschaft für Urgeschichte;
937;2011;Journal of Archaeological Science;
938;2008;Geoarchaeology;
939;2004;Journal of Archaeological Science;
940;2005;Journal of Archaeological Science;
941;2012;Quaternary International;
942;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
943;2008;Palaeogeography, Palaeoclimatology, Palaeoecology;
945;2002;Nyame Akuma;
946;1980;Prehistory of the Eastern Sahara;
947;2000;The Digging Stick;
948;2006;African Archaeological Review;
949;1973;Nature;
950;2008;Journal of Archaeological Science;
951;2009;Journal of Archaeological Science;
952;2011;A Report on the Archaeological Assemblages from Excavations by Peter Beaumont at Canteen Koppie, Northern Cape, South Africa;
953;1999;Journal of Human Evolution;
954;2010;Quaternary International;
955;1987;Mainzer geowissenschaftliche Mitteilungen;
956;2002;Bulletin d'Archéologie Marocaine;
957;1968;The Prehistory of Nubia;
958;2002;African Archaeological Review;
959;1987;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
960;2010;Journal of Human Evolution;
961;2010;La Grotte d'Ifri n'Ammar, Vol. 2: Le Paléolithique moyen;
962;1956;Bulletin d'Archéologie Marocaine;
963;2008;L'Anthropologie;
964;1993;Comptes Rendus de l'Académie des Sciences, Serié II;
966;2009;Bulletin d'Archéologie Marocaine;
967;2007;Casablanca il y a un million d'années...un voyage dans le temps et dans l'espace;
968;2007;Proceedings of the National Academy of Sciences of the United States of America;
969;2010;Overview of the Loiyangalani Site, Project Description;
970;1959;Actes du IVe Congrès panafricain de préhistoire et de l'étude du quaternaire;
971;1988;Journal of World Prehistory;
972;1974;Quaternary Research;
973;1976;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
974;2012;Journal of Human Evolution;
975;2011;Nature;
976;2003;La Grotte d'Ifri n'Ammar, Vol. 1: L'Ibéromaurusien;
977;2008;Actes des Quatrièmes Rencontres des Quaternaristes Marocains (RQM4), Oujda, Novembre 15-17, 2007;
978;2002;Quaternaire;
979;2001;Geology;
980;2008;Quaternary Science Reviews;
981;1976;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
982;2010;South-Eastern Mediterranean Peoples Between 130,000 and 10,000 Years Ago;
983;1988;Comptes Rendus de l'Académie des Sciences, Serié II;
984;2002;Quaternaire;
985;2003;Journal of Archaeological Science;
986;2009;Quaternary Science Reviews;
987;1972;On the Paleo-Ecological History of the Site of 'Ubeidiya;
988;1882;Palaeontographica. Beiträge zur Naturgeschichte der Vorzeit;
989;1997;Matières premières, processus de fabrication et de gestion des support d'outils dans la séquence atérienne de la grotte des Contrebandiers a Temara;
991;1993;Mediterraneo;
992;2004;Le Paléolithique du domaine mésetien septentrional. Données récentes sur le littoral: Rabat, Témara et la Mamora;
993;2008;L'Anthropologie;
994;1953;L'Anthropologie;
995;1967;Bulletin d'Archéologie Marocaine;
996;1986;Bulletin d'Archéologie Marocaine;
997;1997;L'Anthropologie;
998;2001;Settlement Dynamics of the Middle Palaeolithic and Middle Stone Age, Vol. I;
999;1961;Le Paleolithique inferieur du Maroc Atlantique;
1000;1977;Libyca - Centre de récherches anthropologiques, préhistoriques et ethnographiques;
1001;1998;African Archaeological Review;
1005;1936;Les grottes préhistoriques d'el Khenzira;
1006;2012;Quaternary International;
1007;1963;Bulletin d'Archéologie Marocaine;
1008;1986;Bulletin d'Archéologie Marocaine;
1011;2004;Neues Jahrbuch für Geologie und Paläontologie;
1012;2009;Quaternary Science Reviews;
1013;1986;L'Anthropologie;
1014;2000;L'Anthropologie;
1015;2009;Proceedings of the National Academy of Sciences of the United States of America;
1016;1956;Bulletin de la Société Préhistorique Française;
1017;1974;Bulletin de la Société Préhistorique Française;
1018;1974;L'Anthropologie;
1019;1977;Libyca - Centre de récherches anthropologiques, préhistoriques et ethnographiques;
1020;1978;Bulletin de la Société Préhistorique Française;
1021;1998;Journal of Archaeological Science;
1023;2010;Quaternary International;
1025;2006;Science;
1026;1967;The Palaeolithic of Tangier, Morocco: Excavations at Cape Ashakar, 1939-1947;
1027;1951;La grotte préhistorique de Dar ès-Soltan;
1028;1993;L'Anthropologie;
1029;2002;L'Anthropologie;
1030;1967;L'Anthropologie;
1031;2011;Current Anthropology;
1032;1996;Review of Palaeobotany and Palynology;
1033;2006;Comptes Rendus Palevol;
1034;2006;Comptes Rendus Palevol;
1035;1969;Bulletin de l'Association Française pour l'Etude du Quaternaire;
1036;1960;Acta Palaeobotanica;
1037;2003;Quaternary Science Reviews;
1038;2012;Quaternary International;
1039;2008;Journal of Archaeological Science;
1040;1997;Nyame Akuma;
1041;2012;Journal of Human Evolution;
1042;2012;Quaternary International;
1043;2003;Current Anthropology;
1044;2012;Journal of Human Evolution;
1045;1995;Science;
1046;2012;Journal of Human Evolution;
1047;2008;Adrar Bous. Archaeology of a Central Saharan Granitic Ring Complex in Niger;
1048;1980;Radiocarbon;
1049;2001;Uan Tabu in the Settlement History of the Libyan Sahara;
1050;2011;Journal of Archaeological Science;
1051;2002;Under the Canopy: The Archaeology of Tropical Rain Forests;
1053;2002;Quaternary International;
1054;2011;Journal of African Archaeology;
1055;1983;Le paléolithique du Bassin tchadien septentrional (Niger-Tchad);
1056;1996;Journal of Archaeological Science;
1057;2012;Quaternary International;
1058;2017;Palaeogeography, Palaeoclimatology, Palaeoecology;
1059;2012;Modern Origins: A North African Perspective;
1061;2002;L'Anthropologie;
1062;2009;Archaeological Investigation of the Buri Peninsula and Gulf of Zula, Red Sea Coast of Eritrea;
1063;2012;Quaternary International;
1065;2001;Quaternary Science Reviews;
1066;2012;L'Anthropologie;
1067;2005;Matières premières lithiques et compartements techno-économiques des Homininés Plio-Pléistocènes du Turkana occidental, Kenya;
1068;2009;Science;
1069;2008;Quaternary Research;
1070;2012;Quaternary Science Reviews;
1071;2007;El Akarit: un site archéologique du Paléolithique moyen dans le sud de la Tunisie;
1072;2012;The South African Archaeological Bulletin;
1073;1998;African Archaeological Review;
1074;1995;Science;
1075;2008;African Archaeological Review;
1077;1975;Le site archéologique de la Kamoa (Région du Shaba, République du Zaïre) de l'âge de la pierre ancien à l'âge du fer;
1078;1976;L'Anthropologie;
1079;1978;Antiquity;
1080;2003;African Archaeological Review;
1081;1957;Les fouilles d'Ishango;
1082;1982;Radiocarbon;
1083;2001;Journal of Anthropological Research;
1084;1997;Palaeogeography, Palaeoclimatology, Palaeoecology;
1085;1977;Antiquity;
1086;1987;African Archaeological Review;
1087;1937;The Stone Age of Mount Carmel, Vol. 1: Excavations at the Wadi El-Mughara;
1088;2005;Journal of Human Evolution;
1089;1996;Aspects of African Archaeology, Papers from the 10th Congress of the Panafrican Association for Prehistory and Related Studies;
1090;1993;Nature;
1091;1993;Journal of Archaeological Science;
1092;1989;Nature;
1093;2010;Journal of Archaeological Science;
1094;2012;Archaeometry;
1095;2000;Praehistoria Thuringica;
1096;2013;Schätze der Welt - Erbe der Menschheit;
1097;2009;The Mediterranean from 50 000 to 25 000 BP: Turning Points and New Directions;
1098;2006;Axe Age: Acheulian Tool-Making from Quarry to Discard;
1099;2000;Journal of Human Evolution;
1100;1981;Préhistoire du Levant - Chronologie et organisation de l'espace depuis les origine jusqu'au VIe millénaire;
1101;1973;Paléorient;
1102;2003;Journal of Human Evolution;
1103;2004;Journal of Archaeological Science;
1104;1990;Auf den Spuren des Urmenschen. Die Funde von Bilzingsleben;
1105;2001;Praehistoria Thuringica;
1108;2010;HOMO - Journal of Comparative Human Biology;
1109;2006;Journal of Human Evolution;
1110;2013;South African Journal of Science;
1111;2009;Quaternary International;
1112;2001;Journal of Human Evolution;
1113;1994;Journal of Human Evolution;
1114;2012;Journal of Human Evolution;
1115;2009;Journal of Human Evolution;
1116;2004;Eurasian Prehistory;
1117;2005;Nyame Akuma;
1118;1979;Journal of Archaeological Science;
